id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd,remesa_total_24m,m_2023_01,m_2023_02,m_2023_03,m_2023_04,m_2023_05,m_2023_06,m_2023_07,m_2023_08,m_2023_09,m_2023_10,m_2023_11,m_2023_12,m_2024_01,m_2024_02,m_2024_03,m_2024_04,m_2024_05,m_2024_06,m_2024_07,m_2024_08,m_2024_09,m_2024_10,m_2024_11,m_2024_12
H004312,14050,Jocotepec,56,F,primaria,2,rentada,77,471.98,11772.0087,417.1105,484.4586,889.2467,406.583,905.467,543.3309,436.399,713.9626,358.426,487.7115,419.0447,767.8391,343.7912,366.0279,457.9375,251.9168,696.203,468.1842,408.8298,597.3713,420.9041,533.1428,0.0,398.1207
H004313,14050,Jocotepec,19,F,media_superior,1,propia,34,98.27,2390.7535,86.5337,68.9617,60.8562,138.6375,66.1559,126.4394,90.7742,135.4152,95.0144,96.7577,106.862,101.5978,85.3972,79.7903,125.9212,75.1766,151.9546,109.8737,132.8246,80.0177,0.0,119.8519,164.8445,91.0955
H004314,14050,Jocotepec,27,F,superior,1,rentada,60,367.26,8273.8513,220.3259,295.4698,461.6748,495.3688,318.5846,508.9037,402.1702,485.4017,253.3218,299.6591,238.2205,374.3546,400.8189,447.0357,298.9121,388.4795,426.3343,221.162,0.0,212.862,339.6304,308.4501,413.7783,462.9324
H004315,14050,Jocotepec,43,F,sin_estudios,1,prestada,94,718.9,15547.5511,877.0407,612.5687,782.6765,520.4869,614.5414,617.3762,0.0,1296.0783,713.0596,1087.0101,810.8369,0.0,618.6966,579.7719,747.3506,529.715,618.1241,718.3754,725.4802,395.4038,508.2885,872.659,846.7604,455.2504
H004316,14050,Jocotepec,39,F,primaria,2,propia,78,572.61,13059.4838,490.8687,1305.8861,790.9596,376.7639,613.835,609.1289,527.8963,762.6099,764.0181,496.9286,653.1812,474.6231,0.0,765.1924,431.4006,677.8161,400.7079,480.8424,460.4291,440.5955,360.9077,398.5267,317.4303,458.9355
H004317,14050,Jocotepec,29,F,secundaria,0,propia,97,454.49,10700.8838,282.0055,373.6401,665.2141,486.3832,509.1287,369.3482,508.1103,536.9944,359.5581,629.2345,387.4266,420.887,409.9644,258.2787,381.6746,402.1796,383.861,522.6776,349.3042,377.0591,561.4098,456.2452,526.7903,543.5086
H004318,14050,Jocotepec,68,F,secundaria,3,rentada,74,398.93,10636.3624,540.1342,287.8468,269.7094,227.4697,338.6949,541.1813,468.065,372.8812,712.0229,275.8845,501.6292,345.1412,541.5056,294.8617,539.7605,348.3371,853.6429,426.3809,390.1727,436.9412,465.7401,649.2167,581.6038,227.5389
H004319,14050,Jocotepec,49,M,primaria,2,prestada,85,632.85,13605.7109,475.6616,0.0,781.9066,495.0178,1162.643,494.1109,400.6504,662.9255,752.8388,480.3404,868.8156,537.4569,464.6625,545.9391,528.4272,1043.4619,440.5341,409.1356,499.1588,447.6437,377.4641,692.8321,423.3964,620.6879
H004320,14050,Jocotepec,51,F,media_superior,4,propia,56,476.81,11831.4895,335.2901,593.8547,325.0215,502.2415,477.6679,390.411,451.9988,532.4179,290.4217,509.0099,453.7432,618.1747,440.2444,644.0875,652.4579,414.1179,734.6722,506.4595,637.7225,464.2058,508.3846,288.6527,479.6926,580.5392
H004321,14050,Jocotepec,37,F,superior,1,rentada,111,335.91,7072.3088,326.4525,169.4241,297.432,246.6668,338.5066,178.7905,264.7812,341.0537,279.0929,559.8958,285.0391,335.788,165.411,208.4585,424.4801,261.1315,331.199,286.2098,401.0939,234.2127,268.751,386.3289,288.1839,193.9251
H004322,14050,Jocotepec,54,M,secundaria,6,propia,50,578.96,12912.1207,458.6179,292.7022,560.1959,685.3839,493.2455,775.869,0.0,728.4086,334.3358,538.1731,655.2649,499.4729,276.7018,642.1084,739.7301,790.0954,334.8361,538.93,491.8543,423.7437,571.9732,636.4006,497.8142,946.2632
H004323,14050,Jocotepec,40,F,media_superior,6,prestada,74,205.65,4457.7376,91.9704,192.3277,136.658,194.8541,236.247,300.1435,182.7156,212.01,100.0613,289.9839,229.4277,218.3373,174.0578,140.2173,176.2413,152.801,160.705,215.826,303.044,177.156,0.0,197.4156,183.174,192.363
H004324,14050,Jocotepec,42,M,secundaria,2,rentada,69,543.03,12302.9953,699.3345,438.7459,697.684,495.5971,918.2701,0.0,671.2712,665.3898,622.4341,478.6012,552.4308,1103.5216,501.8989,379.7946,349.3407,437.2496,0.0,605.4435,355.3876,0.0,547.5764,352.7487,544.5108,885.7639
H004325,14050,Jocotepec,52,F,secundaria,1,prestada,65,486.26,10545.3763,444.8673,498.2768,572.1309,256.3837,0.0,553.6184,579.965,552.9627,505.3802,403.6504,516.411,643.7601,342.9339,319.4366,321.7365,0.0,437.2493,512.1649,716.3914,404.983,324.5442,533.2582,392.4194,712.8524
H004326,14050,Jocotepec,25,F,media_superior,2,propia,48,415.86,10011.0085,418.0137,409.8661,272.5858,322.3421,570.9011,388.4768,211.7657,673.1109,361.1888,462.6621,444.1808,408.9392,479.0259,330.0401,373.6771,792.3154,263.2344,436.3887,454.4831,494.0001,702.445,0.0,284.5463,456.819
H004327,14050,Jocotepec,64,M,secundaria,5,propia,131,396.4,8890.7933,317.6711,466.5779,481.5546,346.2074,353.082,446.9621,420.4038,246.788,249.8759,462.6065,281.3821,269.5247,354.0774,231.7872,361.1652,456.9932,287.798,462.2071,489.6397,291.1142,587.4975,319.5545,409.9336,296.3897
H004328,14050,Jocotepec,47,F,secundaria,5,propia,157,810.15,18880.0544,517.1414,1029.4836,1320.2695,986.9964,714.6828,595.6404,462.1335,848.1699,457.3995,736.5734,880.7415,623.6109,637.6997,584.0062,915.5949,744.1471,671.4063,537.9975,1391.4432,660.3551,588.5849,1158.3424,729.9023,1087.7322
H004329,14050,Jocotepec,60,F,primaria,5,propia,232,618.65,13846.7495,500.3015,551.9142,700.8019,563.5546,467.647,539.8093,318.9031,0.0,471.2314,434.9379,702.374,626.1942,699.4258,275.5985,548.5295,480.2171,791.998,652.0013,970.0139,1010.5922,720.7691,682.4102,388.136,749.3889
H004330,14050,Jocotepec,32,M,media_superior,2,propia,66,704.77,17207.8716,1068.4073,861.4177,592.6032,601.1176,1215.8307,506.4628,744.262,576.3647,585.0636,806.1108,792.7492,625.0364,740.5546,728.5834,874.1549,696.5795,1117.3086,526.2932,725.6925,630.3924,744.2423,993.2376,455.4066,0.0
H004331,14050,Jocotepec,34,F,primaria,1,propia,70,473.28,12162.959,328.0808,560.8044,743.2095,313.2779,576.5955,1261.5975,492.8192,466.2636,509.6665,630.1146,675.9524,767.2449,288.222,0.0,460.8856,417.3073,447.7218,590.1372,0.0,701.1596,431.6793,611.0055,528.8425,360.3713
H004332,14050,Jocotepec,31,M,primaria,0,propia,73,637.18,12457.3375,398.285,646.5224,421.7863,616.7178,567.1071,565.2143,696.4768,932.3989,711.5237,433.8916,611.7473,834.3859,471.0348,515.6045,536.107,0.0,483.8276,564.7198,457.1852,797.8278,0.0,520.2937,0.0,674.68
H004333,14050,Jocotepec,48,F,secundaria,3,propia,35,465.24,9096.5379,337.7781,388.3945,261.585,0.0,521.7419,475.0323,218.5936,466.2666,362.3161,391.1561,437.2969,675.5056,649.7061,0.0,0.0,694.2571,733.7153,475.8504,264.0411,359.8054,234.0325,411.8922,449.7537,287.8174
H004334,14050,Jocotepec,46,F,primaria,1,propia,112,356.38,7185.565,376.8081,313.6867,205.693,352.4457,215.6324,657.619,0.0,268.2904,297.6489,374.2706,298.5233,229.0029,296.6018,249.9118,294.5325,526.8384,322.5132,322.4173,363.2575,408.2164,0.0,180.3748,307.4473,323.8329
H004335,14050,Jocotepec,39,M,primaria,3,propia,50,542.13,12517.1591,309.1302,309.301,739.4553,520.5812,470.9131,596.6244,755.3926,0.0,767.6735,594.0631,626.2116,517.3553,626.9931,741.5548,566.1898,344.7805,574.0609,528.3357,645.9274,485.2559,532.4739,656.7433,0.0,608.1423
H004336,14050,Jocotepec,33,F,primaria,0,propia,91,337.35,6301.0167,294.1493,146.7622,319.9533,203.0466,517.2641,283.0018,288.209,423.2834,159.0595,242.4962,464.1932,338.2983,177.7271,223.7659,0.0,256.4976,307.0866,563.3688,238.9114,222.0922,294.2746,0.0,0.0,337.5757
H004337,14050,Jocotepec,30,F,media_superior,3,rentada,27,646.27,17480.6911,843.4743,388.1254,600.6685,905.6002,1094.0623,714.4836,371.4413,808.4592,789.3582,729.1698,540.4908,535.2165,691.5409,610.2083,884.8715,555.8468,760.1163,476.4287,998.9622,1088.1833,612.9723,388.4763,876.9081,1215.6262
H004338,14050,Jocotepec,44,M,secundaria,2,propia,89,220.57,4758.9271,162.8462,166.2892,197.2871,188.484,312.2023,256.5046,157.5635,202.1014,229.6419,186.1886,237.4775,233.7248,249.1378,229.423,190.9834,0.0,179.8834,404.7349,263.2583,145.4851,196.1199,139.0658,0.0,230.5247
H004339,14050,Jocotepec,39,F,primaria,1,propia,148,340.25,6750.141,356.592,380.9651,224.923,332.3479,381.759,349.3071,213.8982,266.0256,306.9994,0.0,245.0921,295.2783,256.229,175.5724,299.4171,352.8111,260.7901,295.4002,279.5706,0.0,198.8825,293.0439,502.8442,482.3922
H004340,14050,Jocotepec,37,M,media_superior,4,propia,38,280.3,6551.8299,309.8103,348.3695,208.3151,377.4484,154.5527,238.1204,329.0665,294.3054,284.9204,214.1789,115.5192,320.1591,306.3502,240.8815,297.1282,289.2084,222.8545,267.4994,192.8049,375.0237,134.761,262.2956,440.2047,328.0521
H004341,14050,Jocotepec,64,F,media_superior,3,prestada,45,1089.27,26375.5028,632.6347,1026.991,1359.2774,1057.9462,1312.2104,758.0764,866.8004,1191.1464,941.8378,970.572,763.3477,1674.2381,910.8254,1207.7938,565.8357,1328.6712,796.1188,1005.1748,1124.8965,1931.3467,1767.1867,1083.8397,1166.0398,932.695
H004342,14050,Jocotepec,44,F,primaria,2,propia,44,283.91,7459.9976,233.7781,235.247,308.3818,223.393,334.9571,316.4891,202.5994,273.1084,231.4836,524.732,391.207,387.2763,199.6594,406.775,253.6643,213.8391,564.0345,345.7805,220.4376,251.7164,340.1798,264.112,261.7804,475.3659
H004343,14050,Jocotepec,60,M,secundaria,2,prestada,44,371.45,8691.3253,249.0515,270.2493,834.4821,396.5589,440.0319,585.1402,430.551,544.6949,234.5175,0.0,335.5084,442.1184,158.7019,0.0,362.7293,429.9898,259.0084,316.9614,404.0229,359.1035,480.3253,528.403,258.3887,370.7868
H004344,14050,Jocotepec,39,M,primaria,4,propia,156,150.54,3644.0512,105.1954,182.3798,194.0848,106.3181,230.6929,102.3761,128.7664,108.8632,125.8393,79.4594,142.392,93.0113,106.3689,176.2865,156.026,269.0097,211.1421,205.3954,125.2837,137.8945,167.6232,132.0889,143.0827,214.471
H004345,14050,Jocotepec,48,F,secundaria,1,propia,67,823.48,21375.6662,698.7964,448.8892,997.4863,674.9721,720.6527,1681.2927,841.5,1514.6038,630.1659,687.9806,678.378,817.6549,613.8179,513.5887,1073.5559,787.0111,1078.1435,906.9748,1707.1662,855.3079,1047.9231,1226.2082,554.42,619.1762
H004346,14050,Jocotepec,44,M,media_superior,0,prestada,31,264.48,5226.7417,160.9735,198.3773,239.626,263.6658,432.5396,166.0704,164.7661,222.1118,189.7163,0.0,0.0,289.859,210.8912,187.4942,262.6314,148.0248,332.5694,265.2904,287.969,268.6965,0.0,236.6477,375.6687,323.1528
H004347,14050,Jocotepec,25,F,sin_estudios,1,propia,35,749.02,20092.9432,575.4054,796.6797,1001.8617,1048.6531,969.9635,1161.9167,748.1635,982.3199,533.0226,963.6851,754.7917,918.7788,884.0315,480.3984,1137.5805,851.0584,836.7979,529.005,615.587,983.6984,716.6438,1078.597,906.9959,617.3077
H004348,14050,Jocotepec,62,F,secundaria,1,rentada,36,238.2,5782.7449,192.7953,193.6141,307.6187,227.2415,240.6372,273.5861,216.8786,302.2655,240.3246,351.1684,286.0242,260.2112,300.3984,169.177,249.5101,231.7653,276.7569,204.8636,244.4133,201.3037,151.0271,233.7097,245.9783,181.476
H004349,14050,Jocotepec,43,M,primaria,3,propia,26,245.8,5449.6502,181.7614,241.9346,297.8803,287.0287,187.7803,479.489,154.3294,232.0906,119.4334,187.2704,180.0817,364.8361,328.9176,219.9053,211.6218,107.2344,198.3979,144.0322,197.6045,222.2183,249.376,236.2009,203.4147,216.8107
H004350,14050,Jocotepec,54,F,secundaria,1,prestada,26,553.71,12991.9879,432.4792,635.9844,668.3193,422.6828,512.9579,985.6671,454.0025,665.8128,704.8326,566.7212,433.2252,326.3726,538.3432,493.8403,442.4178,602.5387,589.2643,441.9447,356.1984,0.0,803.2235,686.445,586.7679,641.9464
H004351,14050,Jocotepec,36,F,primaria,3,propia,46,189.94,4153.2136,120.5256,137.5694,191.3672,173.1126,142.1283,137.104,181.3597,163.2029,166.8334,0.0,271.0996,169.8899,178.326,116.103,281.823,295.1733,172.9337,131.6286,111.807,199.0656,165.7326,291.405,196.055,158.9681
H004352,14050,Jocotepec,43,M,media_superior,3,propia,29,462.23,9305.9398,491.5522,208.6949,453.1982,439.2927,0.0,395.0148,432.4298,394.1623,511.2013,584.5561,0.0,584.2506,264.4724,358.0823,593.5601,373.8211,409.5389,489.7707,184.7643,373.1636,392.7702,439.8172,465.263,466.5629
H004353,14050,Jocotepec,35,F,secundaria,4,propia,55,270.37,6077.3115,314.8729,376.6834,259.0064,206.7013,398.2827,250.7855,219.2057,0.0,258.9125,352.527,207.7847,254.3379,281.8657,117.8316,232.9,337.5219,256.5401,370.784,212.7792,288.5511,236.2516,169.9487,232.0663,241.1715
H004354,14050,Jocotepec,60,M,primaria,6,rentada,79,1006.12,25709.2861,677.8533,648.0474,1500.6509,764.2591,1131.1315,970.7417,1255.5539,1662.0152,1509.4316,0.0,1122.5815,1454.3274,751.9626,1129.0984,1003.4602,640.6797,1841.1266,606.5377,656.9808,870.1716,1255.2376,1214.5773,1660.3823,1382.478
H004355,14051,Juanacatlán,49,M,media_superior,1,propia,76,858.35,18435.5748,734.4746,1022.0129,781.1763,824.883,0.0,1177.5799,755.5332,577.649,552.9227,628.0888,0.0,834.9139,702.482,801.7244,983.6486,722.5839,849.4935,749.5058,931.7539,824.9263,629.8601,893.9068,987.7507,1468.7046
H004356,14051,Juanacatlán,49,F,sin_estudios,2,rentada,71,674.13,15271.003,387.583,0.0,436.7002,518.0596,649.762,589.8629,431.0076,1018.2388,371.0701,1151.115,752.4764,1047.0612,409.6925,505.7965,626.4507,547.514,738.8177,726.9324,507.4403,1167.2312,463.1023,791.3065,686.5265,747.2556
H004357,14051,Juanacatlán,61,F,secundaria,2,propia,43,1088.04,23967.3699,426.9353,858.9632,0.0,1127.486,751.7544,1197.5719,1353.4479,1314.339,1049.5708,1568.9127,1340.2331,906.6139,939.1519,1215.4769,1741.0147,843.2037,863.745,806.4569,730.7418,1088.8106,858.5676,1315.8289,866.6639,801.8798
H004358,14051,Juanacatlán,59,M,secundaria,3,propia,147,288.4,6257.2697,312.0681,238.0229,366.5304,231.4626,491.749,321.9186,204.2454,177.4865,301.1093,333.5249,0.0,0.0,140.341,141.7795,217.3619,320.3646,296.4524,175.4768,180.8078,316.6493,385.2387,341.1478,431.5383,331.9941
H004359,14051,Juanacatlán,54,M,sin_estudios,2,propia,106,541.82,12558.686,693.1086,921.8055,505.3997,620.9819,294.2416,673.0333,388.0815,645.6415,453.4421,629.669,362.7911,499.575,551.1895,502.6455,303.6203,482.4012,460.2816,0.0,430.1098,675.301,817.625,660.0211,425.8988,561.8216
H004360,14051,Juanacatlán,28,F,primaria,2,prestada,63,249.26,5125.8797,205.5432,272.0571,248.2803,0.0,259.5214,292.0608,317.412,0.0,226.747,235.4725,295.8246,253.3502,163.2545,183.312,256.8834,275.9493,207.3682,0.0,204.3816,210.1413,209.9158,283.488,310.1212,214.7953
H004361,14051,Juanacatlán,37,F,sin_estudios,3,rentada,33,565.37,14578.0748,276.8907,512.9439,350.9107,775.521,562.7202,599.4073,0.0,518.7361,601.5242,643.3116,878.998,1054.0422,452.5141,730.978,301.4461,486.13,695.069,372.9895,1039.2535,866.3565,484.0624,1080.4556,674.0618,619.7525
H004362,14051,Juanacatlán,33,F,media_superior,3,propia,144,444.68,9934.6053,412.4044,296.5261,461.4864,324.8962,454.3023,459.0674,463.2328,439.9274,845.2411,281.4677,247.9061,351.261,359.9939,330.0075,290.1225,722.2868,532.0247,403.7644,331.5609,407.9913,365.0179,505.809,287.2883,361.0192
H004363,14052,Juchitlán,54,M,media_superior,1,rentada,54,218.92,4634.8154,228.8143,152.8377,260.3495,0.0,206.7513,178.0914,218.3543,204.5237,102.9299,308.7717,227.9526,146.8373,168.5954,165.0411,0.0,245.5015,338.2477,191.7409,189.0322,164.6902,108.5253,251.7335,361.9095,213.5844
H004364,14052,Juchitlán,47,M,primaria,6,propia,50,371.55,9092.9322,286.6829,303.6956,316.0855,246.1593,804.1262,0.0,432.0407,715.9401,375.5479,294.4737,255.4305,667.2,382.0477,300.8428,312.6403,316.7581,426.1315,636.7423,356.2357,286.8289,242.9575,0.0,483.0236,651.3416
H004365,14052,Juchitlán,28,M,primaria,1,prestada,134,398.31,9611.5436,714.0891,213.5445,397.2618,329.4653,384.6826,312.4862,430.5287,273.1791,437.8304,570.2145,324.3423,568.1238,337.2816,438.5128,431.7451,0.0,403.9359,350.3472,498.7699,369.0062,517.4221,471.0821,399.9028,437.7897
H004366,14052,Juchitlán,43,F,superior,3,propia,57,392.73,8789.6496,426.7299,398.317,513.8118,269.0702,341.8972,393.8305,355.2373,296.0873,540.6084,285.4978,495.359,676.9698,275.6148,170.9155,337.3731,290.7205,265.3469,444.6251,436.9827,446.8225,284.9408,548.1696,0.0,294.7218
H004367,14052,Juchitlán,27,M,primaria,4,propia,88,853.97,18480.4808,504.8385,572.5922,871.8412,581.6823,0.0,1362.3346,691.2747,1098.1624,833.8056,1148.3255,859.8052,875.5708,631.0773,0.0,909.5233,674.7693,492.3512,946.3685,809.251,947.6322,813.7608,1092.412,922.5665,840.5357
H004368,14052,Juchitlán,44,F,primaria,0,propia,186,235.7,5949.8476,215.6575,289.7097,181.4356,121.8666,318.2462,282.6501,521.6469,241.7534,208.2198,273.4871,0.0,288.4183,179.376,286.5181,174.935,179.779,383.1804,289.7256,203.7595,243.8207,412.516,224.9424,181.9942,246.2097
H004369,14052,Juchitlán,25,F,media_superior,5,prestada,85,280.82,6685.3806,297.4657,262.2043,379.0905,204.0263,203.0644,0.0,196.6175,199.0983,216.0482,218.0558,220.7895,173.3705,344.9483,149.452,542.514,332.6641,642.1424,228.3661,244.4111,419.5532,201.2261,366.209,260.7538,383.3096
H004370,14052,Juchitlán,51,F,sin_estudios,2,prestada,238,100.09,1929.6023,123.3001,72.2011,79.4588,64.0484,67.0026,86.1909,98.7684,85.0181,0.0,127.4114,81.3355,90.6452,117.2427,94.098,94.8035,77.1886,133.7806,93.486,56.0927,55.1115,0.0,76.113,96.7592,59.546
H004371,14052,Juchitlán,50,F,superior,0,propia,69,515.18,10179.754,427.2448,323.8854,692.4921,383.7534,0.0,0.0,437.2387,351.7659,387.5263,782.9899,0.0,408.5196,458.8762,372.6874,412.8057,421.4242,696.1341,509.5629,617.2868,449.4068,408.5148,803.1636,355.7031,478.7724
H004372,14052,Juchitlán,68,F,sin_estudios,7,propia,165,549.73,13922.2639,620.0354,399.6785,935.2716,392.0622,675.8636,908.0301,567.9681,615.0192,667.4599,263.63,791.1374,620.8738,455.3684,479.9776,297.9199,665.1685,626.7979,415.599,606.3802,640.8525,445.2221,812.5459,501.6922,517.7098
H004373,14052,Juchitlán,55,F,media_superior,2,rentada,70,565.28,12298.2715,560.0084,365.1667,487.2207,374.3788,548.3927,0.0,574.1262,757.1081,657.6113,596.5612,0.0,481.1464,531.9494,616.659,973.7066,547.3934,515.1853,568.484,563.488,460.7067,541.7156,966.683,326.9035,283.6763
H004374,14052,Juchitlán,40,F,primaria,4,propia,78,373.74,8640.1162,0.0,237.0312,260.2763,273.5321,281.842,427.0914,276.914,264.4451,200.5537,508.6179,524.0931,411.5327,315.7113,378.1053,469.0286,247.0149,354.8237,498.7931,311.5258,388.7267,508.3084,766.5637,472.3673,263.2177
H004375,14052,Juchitlán,55,M,primaria,5,propia,48,272.69,6499.8826,180.96,324.5977,216.4341,326.6711,461.6397,373.5268,451.3175,193.8389,147.0453,219.9811,0.0,213.1255,176.5277,218.0176,235.1996,323.1268,279.6482,229.3615,352.776,626.4977,297.4063,236.7288,158.4451,257.0095
H004376,14052,Juchitlán,28,F,primaria,6,propia,52,222.05,4602.0458,127.1221,214.3844,358.5761,159.7951,190.7478,273.9466,174.953,0.0,299.4944,149.2868,203.9496,217.0272,0.0,220.1206,139.433,227.3832,175.4095,224.2452,169.2446,226.655,268.2942,213.5909,190.0095,178.3773
H004377,14052,Juchitlán,33,F,superior,2,rentada,52,489.92,11759.9383,407.7908,543.1099,470.1021,679.9694,460.8209,855.715,267.8839,412.1236,364.3667,480.9095,548.924,1062.3862,409.9853,523.9703,380.8571,414.7346,610.5736,314.1865,342.3335,497.9239,444.8474,530.5821,282.9023,452.9397
H004378,14052,Juchitlán,49,F,secundaria,0,prestada,125,262.25,6289.4435,197.9693,231.4101,332.3404,246.5373,0.0,288.7306,153.3067,267.9817,287.904,261.5444,300.7156,181.7862,415.162,166.7536,120.579,167.0436,633.5463,361.5527,176.7332,367.6262,363.7134,173.9915,355.0808,237.4348
H004379,14052,Juchitlán,19,F,sin_estudios,3,propia,69,178.95,4373.254,178.7312,197.8137,232.8914,156.4918,143.5307,209.018,222.6296,203.7724,167.3886,221.5057,104.9256,226.6487,137.1084,206.7773,185.3649,198.1044,216.8836,160.5785,140.349,233.869,187.5481,0.0,221.9999,219.3237
H004380,14052,Juchitlán,45,F,superior,2,propia,68,606.22,13884.3436,735.3775,456.1032,700.8992,832.4489,516.3675,0.0,575.9706,608.501,0.0,0.0,670.6289,1334.172,717.9314,423.133,779.4588,556.4303,748.0705,667.3494,353.2063,488.7454,604.1691,768.9702,415.1266,931.2837
H004381,14053,Lagos de Moreno,33,M,primaria,4,propia,61,322.39,6246.5974,341.7191,201.5709,318.1446,0.0,466.932,217.0344,260.4186,434.0255,220.1608,390.9502,0.0,310.1488,0.0,367.6903,256.5929,251.0787,379.3457,323.2912,315.2416,306.5399,0.0,272.8898,363.1527,249.67
H004382,14053,Lagos de Moreno,46,F,sin_estudios,3,propia,99,410.16,7192.5355,275.5981,0.0,486.6146,304.8462,329.3537,376.8774,308.2321,392.5456,202.1264,0.0,380.0353,247.5427,281.2757,0.0,390.0901,256.8746,600.4999,526.3919,0.0,446.5211,296.9861,278.1178,294.9198,517.0862
H004383,14053,Lagos de Moreno,32,F,sin_estudios,2,propia,51,82.65,1893.9427,49.6267,73.9568,53.2247,92.907,76.758,92.6969,55.6783,152.4341,137.3636,0.0,112.7955,87.7171,76.9305,77.5007,106.1944,64.0164,54.0035,67.772,63.7507,82.1952,78.1572,72.0039,63.6321,102.6277
H004384,14053,Lagos de Moreno,50,M,media_superior,4,propia,28,372.82,8201.8592,221.4543,387.6179,362.2307,0.0,283.27,561.1659,218.3,420.1571,341.1285,0.0,241.4656,303.5559,599.7306,0.0,494.8647,426.0141,411.3404,571.1703,389.2832,742.0554,0.0,422.0988,428.8974,376.0584
H004385,14053,Lagos de Moreno,45,F,primaria,4,propia,118,341.77,8380.3701,466.027,241.3046,412.0714,330.697,278.0699,389.4137,150.1802,443.5388,516.4556,299.19,0.0,332.1208,377.7505,449.1393,498.8494,450.5102,392.0354,190.2608,316.2997,447.4528,427.3441,329.2747,187.6366,454.7477
H004386,14053,Lagos de Moreno,62,M,primaria,2,propia,44,877.4,19193.9227,554.0073,568.2905,1178.035,857.0296,1172.3083,588.1057,838.7811,537.6652,1132.93,1136.1694,627.2664,0.0,855.9776,547.6093,523.501,804.9273,1124.9541,656.5104,1272.9653,981.0107,1223.8592,655.7034,618.2531,738.0625
H004387,14053,Lagos de Moreno,45,F,superior,1,prestada,73,339.96,9042.5538,425.1004,289.5215,317.4715,471.5166,242.7825,367.7204,322.9972,541.7983,427.9695,299.2573,531.3529,366.7291,328.2923,318.742,554.8886,155.2248,406.5816,662.4587,229.4592,253.5623,347.3149,500.1912,355.399,326.2218
H004388,14053,Lagos de Moreno,36,M,secundaria,2,propia,102,97.18,2097.2732,78.8579,72.8375,83.8471,60.4871,185.2174,102.5077,70.5995,134.2689,46.6976,67.6165,100.4776,97.9439,93.4172,61.9888,84.6124,85.0689,77.9992,70.0394,150.1991,70.8714,85.8007,74.283,76.7675,64.8669
H004389,14053,Lagos de Moreno,42,F,primaria,1,prestada,28,341.07,7347.5955,189.9791,255.4474,305.4114,341.9137,644.2464,364.0761,287.0616,0.0,221.351,580.6138,398.4784,381.9303,325.7918,201.4147,0.0,294.7641,482.3336,326.0904,262.5145,0.0,284.5794,411.0369,324.3918,464.1691
H004390,14053,Lagos de Moreno,29,F,secundaria,2,prestada,34,381.25,8226.693,234.9986,501.93,422.7929,356.3649,521.3995,468.1231,450.8596,432.0476,447.9166,360.3962,428.8351,332.7032,246.1075,273.9005,226.9143,246.1357,353.687,237.7701,331.9482,483.3999,0.0,345.1358,343.1781,180.1486
H004391,14053,Lagos de Moreno,50,F,primaria,1,propia,47,686.83,16435.442,576.0144,702.3575,893.1854,0.0,1077.7073,737.5177,894.7729,618.6335,999.3699,602.2075,721.2192,705.9587,387.0943,900.8412,613.8688,445.9187,548.2542,868.178,1079.9659,523.9248,745.8361,602.793,326.0885,863.7344
H004392,14053,Lagos de Moreno,52,F,secundaria,2,rentada,126,371.76,9934.7748,222.6867,379.745,431.9167,302.8746,423.2084,477.7996,220.2043,404.675,408.212,354.5826,559.759,404.9033,581.5931,477.3457,630.6082,431.246,535.5163,346.6826,677.3332,0.0,606.3562,362.9922,237.0931,457.4411
H004393,14053,Lagos de Moreno,75,M,primaria,3,propia,59,311.22,8238.5129,248.552,314.8897,550.0009,206.5337,504.4854,0.0,393.9454,183.9282,347.2573,441.7867,537.8406,202.8979,232.7757,590.6382,168.3988,410.6616,349.855,259.9054,274.6818,662.5807,389.6979,307.6539,237.8341,421.7121
H004394,14053,Lagos de Moreno,38,F,secundaria,3,rentada,161,355.0,8583.4051,268.0689,231.2878,334.3471,380.6033,349.1494,611.1706,447.6421,327.6232,433.945,334.2815,323.1849,367.6599,253.9964,417.0577,0.0,250.1311,603.6181,416.0124,187.9149,378.4218,409.0444,295.4127,682.8721,279.9599
H004395,14053,Lagos de Moreno,42,F,media_superior,2,prestada,75,1431.09,29638.169,1376.5397,976.8775,1174.2039,1375.3938,1152.0031,1294.9931,1151.5526,890.0596,1242.1931,2686.0941,0.0,1436.8045,1198.3941,1994.3604,1611.0142,1018.9113,885.3224,1088.5941,1450.365,1004.5817,0.0,1314.7491,2011.3827,1303.7788
H004396,14053,Lagos de Moreno,38,M,primaria,0,propia,40,481.1,10210.5476,306.0441,301.2725,550.8968,648.7975,560.3559,338.1092,481.9427,453.4392,0.0,494.5067,590.4497,793.3305,497.8965,251.2767,368.2367,0.0,351.4451,575.1807,407.8274,468.9414,0.0,541.7697,401.8505,826.9781
H004397,14053,Lagos de Moreno,48,M,primaria,1,propia,37,331.66,7795.9091,236.1202,551.9986,380.3901,290.4495,276.5194,314.2916,285.1079,329.7955,294.2694,534.5811,389.0416,453.9226,382.0677,244.0906,227.9096,345.7727,340.5312,0.0,650.2278,392.9567,233.7553,366.4173,0.0,275.6926
