id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd
H003979,14045,Ixtlahuacán del Río,52,M,secundaria,3,rentada,50,439.81
H003980,14045,Ixtlahuacán del Río,36,F,primaria,3,rentada,42,391.4
H003981,14045,Ixtlahuacán del Río,47,F,primaria,4,rentada,163,169.18
H003982,14045,Ixtlahuacán del Río,71,M,primaria,0,propia,101,577.26
H003983,14045,Ixtlahuacán del Río,45,F,primaria,2,prestada,121,204.77
H003984,14045,Ixtlahuacán del Río,37,F,media_superior,2,propia,27,209.75
H003985,14045,Ixtlahuacán del Río,43,F,primaria,0,propia,42,237.25
H003986,14045,Ixtlahuacán del Río,46,F,primaria,8,propia,57,313.31
H003987,14045,Ixtlahuacán del Río,43,F,media_superior,1,rentada,77,361.21
H003988,14045,Ixtlahuacán del Río,45,M,primaria,1,rentada,35,589.93
H003989,14045,Ixtlahuacán del Río,28,F,secundaria,0,propia,202,593.97
H003990,14045,Ixtlahuacán del Río,33,F,secundaria,2,propia,111,173.84
H003991,14045,Ixtlahuacán del Río,43,F,primaria,2,rentada,68,169.44
H003992,14045,Ixtlahuacán del Río,43,M,secundaria,3,rentada,74,615.53
H003993,14045,Ixtlahuacán del Río,38,F,secundaria,3,propia,51,350.89
H003994,14045,Ixtlahuacán del Río,43,F,secundaria,1,propia,37,239.21
H003995,14045,Ixtlahuacán del Río,46,F,primaria,2,propia,111,493.92
H003996,14045,Ixtlahuacán del Río,56,F,primaria,2,propia,63,630.49
H003997,14045,Ixtlahuacán del Río,44,F,secundaria,3,propia,137,458.27
H003998,14045,Ixtlahuacán del Río,50,F,sin_estudios,2,prestada,90,268.31
H003999,14045,Ixtlahuacán del Río,39,F,primaria,2,propia,59,143.99
H004000,14045,Ixtlahuacán del Río,52,M,primaria,4,propia,64,480.03
H004001,14045,Ixtlahuacán del Río,50,F,primaria,2,propia,36,359.16
H004002,14045,Ixtlahuacán del Río,55,F,sin_estudios,1,propia,26,260.45
H004003,14045,Ixtlahuacán del Río,54,M,superior,1,propia,30,187.75
H004004,14045,Ixtlahuacán del Río,52,M,secundaria,3,propia,31,420.1
H004005,14045,Ixtlahuacán del Río,44,F,secundaria,0,propia,52,296.51
H004006,14045,Ixtlahuacán del Río,48,M,primaria,2,propia,104,409.31
H004007,14045,Ixtlahuacán del Río,58,F,sin_estudios,2,propia,97,572.47
H004008,14045,Ixtlahuacán del Río,37,F,media_superior,4,propia,110,279.72
H004009,14045,Ixtlahuacán del Río,37,M,media_superior,2,propia,66,985.91
H004010,14045,Ixtlahuacán del Río,47,F,superior,4,prestada,98,361.43
H004011,14045,Ixtlahuacán del Río,50,F,sin_estudios,0,propia,86,533.38
H004012,14045,Ixtlahuacán del Río,35,M,primaria,2,propia,69,299.55
H004013,14045,Ixtlahuacán del Río,44,M,media_superior,0,rentada,168,494.11
H004014,14045,Ixtlahuacán del Río,44,M,primaria,3,rentada,26,253.19
H004015,14045,Ixtlahuacán del Río,18,M,sin_estudios,2,propia,31,510.38
H004016,14046,Jalostotitlán,42,F,primaria,1,propia,44,1165.29
H004017,14046,Jalostotitlán,43,F,primaria,3,propia,33,232.92
H004018,14046,Jalostotitlán,43,F,media_superior,1,prestada,71,133.37
H004019,14046,Jalostotitlán,62,M,media_superior,3,prestada,106,288.73
H004020,14046,Jalostotitlán,30,F,secundaria,4,prestada,43,434.34
H004021,14046,Jalostotitlán,35,F,primaria,4,propia,51,395.68
H004022,14046,Jalostotitlán,39,F,media_superior,1,rentada,55,314.27
H004023,14046,Jalostotitlán,40,M,secundaria,1,propia,105,616.24
H004024,14046,Jalostotitlán,39,F,media_superior,4,rentada,105,309.94
H004025,14046,Jalostotitlán,58,F,secundaria,2,propia,112,564.74
H004026,14046,Jalostotitlán,55,M,superior,4,propia,71,320.6
H004027,14046,Jalostotitlán,46,M,primaria,0,propia,50,253.8
H004028,14046,Jalostotitlán,41,F,secundaria,3,propia,42,400.79
H004029,14046,Jalostotitlán,57,F,media_superior,0,prestada,92,410.23
H004030,14046,Jalostotitlán,45,M,superior,1,propia,33,879.56
H004031,14046,Jalostotitlán,35,F,superior,3,propia,33,460.79
H004032,14046,Jalostotitlán,24,F,primaria,2,propia,85,430.72
H004033,14046,Jalostotitlán,40,M,media_superior,3,propia,101,400.27
H004034,14046,Jalostotitlán,54,F,primaria,2,rentada,60,294.99
H004035,14046,Jalostotitlán,72,F,secundaria,6,propia,94,340.48
H004036,14046,Jalostotitlán,46,F,primaria,7,rentada,50,300.12
H004037,14046,Jalostotitlán,36,F,secundaria,4,propia,54,403.39
H004038,14046,Jalostotitlán,31,F,superior,3,propia,78,190.36
H004039,14046,Jalostotitlán,52,M,media_superior,0,rentada,35,174.29
H004040,14046,Jalostotitlán,24,F,secundaria,1,rentada,99,270.59
H004041,14046,Jalostotitlán,52,M,primaria,1,prestada,51,257.21
H004042,14046,Jalostotitlán,55,M,primaria,0,rentada,53,433.01
H004043,14046,Jalostotitlán,50,M,primaria,1,propia,64,293.38
H004044,14046,Jalostotitlán,42,F,sin_estudios,5,rentada,107,481.21
H004045,14046,Jalostotitlán,52,M,superior,1,propia,25,284.06
H004046,14046,Jalostotitlán,47,F,secundaria,5,propia,123,1018.33
H004047,14046,Jalostotitlán,36,M,primaria,1,rentada,84,335.89
H004048,14046,Jalostotitlán,67,F,media_superior,2,rentada,44,452.06
H004049,14046,Jalostotitlán,41,M,sin_estudios,2,prestada,63,283.31
H004050,14046,Jalostotitlán,54,F,primaria,2,propia,91,312.28
H004051,14046,Jalostotitlán,60,F,primaria,1,rentada,178,457.82
H004052,14046,Jalostotitlán,63,F,primaria,2,rentada,45,379.23
H004053,14046,Jalostotitlán,45,F,secundaria,1,propia,151,526.54
H004054,14046,Jalostotitlán,52,F,media_superior,3,propia,89,599.68
H004055,14046,Jalostotitlán,52,F,secundaria,0,propia,31,959.13
H004056,14046,Jalostotitlán,37,M,media_superior,2,propia,39,524.59
H004057,14046,Jalostotitlán,52,M,superior,3,propia,140,386.16
H004058,14046,Jalostotitlán,35,F,media_superior,2,prestada,162,315.78
H004059,14046,Jalostotitlán,38,M,superior,4,propia,58,276.94
H004060,14046,Jalostotitlán,59,M,superior,1,rentada,130,315.53
H004061,14046,Jalostotitlán,57,M,media_superior,3,propia,77,418.59
H004062,14046,Jalostotitlán,37,F,primaria,0,propia,57,642.08
H004063,14046,Jalostotitlán,36,F,primaria,1,rentada,69,448.18
H004064,14046,Jalostotitlán,37,M,media_superior,4,prestada,50,334.06
H004065,14046,Jalostotitlán,54,F,media_superior,1,propia,42,221.41
H004066,14046,Jalostotitlán,33,F,media_superior,4,rentada,121,266.71
H004067,14046,Jalostotitlán,49,F,secundaria,4,prestada,71,418.56
H004068,14046,Jalostotitlán,54,F,media_superior,3,propia,51,488.33
H004069,14046,Jalostotitlán,44,F,media_superior,3,propia,131,581.18
H004070,14046,Jalostotitlán,57,M,secundaria,2,propia,31,580.91
H004071,14046,Jalostotitlán,41,F,sin_estudios,3,propia,145,241.09
H004072,14046,Jalostotitlán,42,M,secundaria,1,propia,94,277.8
H004073,14046,Jalostotitlán,33,F,sin_estudios,5,propia,70,557.6
H004074,14046,Jalostotitlán,57,M,primaria,3,propia,25,606.8
H004075,14046,Jalostotitlán,36,M,secundaria,2,rentada,45,378.26
H004076,14046,Jalostotitlán,49,F,sin_estudios,2,propia,83,780.63
H004077,14046,Jalostotitlán,44,F,superior,0,propia,59,636.34
H004078,14046,Jalostotitlán,32,F,secundaria,3,prestada,57,514.8
H004079,14046,Jalostotitlán,38,M,media_superior,3,propia,34,444.07
H004080,14046,Jalostotitlán,62,F,primaria,2,propia,135,176.34
H004081,14046,Jalostotitlán,47,F,media_superior,2,propia,85,249.69
H004082,14046,Jalostotitlán,33,F,secundaria,0,propia,34,364.24
H004083,14046,Jalostotitlán,49,F,secundaria,3,rentada,65,786.15
H004084,14046,Jalostotitlán,43,F,secundaria,2,rentada,48,690.0
H004085,14046,Jalostotitlán,48,M,secundaria,4,rentada,41,276.88
H004086,14046,Jalostotitlán,40,F,secundaria,1,rentada,66,588.55
H004087,14046,Jalostotitlán,62,M,media_superior,2,propia,193,254.27
H004088,14046,Jalostotitlán,23,F,media_superior,5,propia,33,116.94
H004089,14046,Jalostotitlán,46,F,primaria,4,rentada,89,905.27
H004090,14046,Jalostotitlán,69,M,superior,3,propia,109,139.4
H004091,14046,Jalostotitlán,44,M,primaria,0,propia,84,105.56
H004092,14046,Jalostotitlán,24,M,primaria,1,prestada,114,424.46
H004093,14046,Jalostotitlán,40,F,primaria,1,propia,57,329.35
H004094,14046,Jalostotitlán,62,F,primaria,3,propia,85,444.59
H004095,14046,Jalostotitlán,50,M,primaria,5,propia,65,875.7
H004096,14046,Jalostotitlán,35,F,media_superior,1,propia,24,587.76
H004097,14046,Jalostotitlán,37,M,secundaria,2,propia,29,487.08
H004098,14046,Jalostotitlán,38,F,superior,1,propia,126,256.43
H004099,14046,Jalostotitlán,49,F,primaria,7,propia,44,303.27
H004100,14046,Jalostotitlán,61,M,secundaria,2,prestada,48,493.06
H004101,14046,Jalostotitlán,58,M,primaria,2,propia,103,312.73
H004102,14046,Jalostotitlán,50,M,secundaria,4,propia,55,544.72
H004103,14046,Jalostotitlán,29,M,primaria,1,rentada,99,420.15
H004104,14046,Jalostotitlán,29,F,media_superior,1,propia,56,347.8
H004105,14046,Jalostotitlán,51,F,media_superior,2,propia,29,629.67
H004106,14046,Jalostotitlán,29,M,primaria,0,rentada,122,340.5
H004107,14046,Jalostotitlán,42,F,primaria,5,propia,34,205.39
H004108,14046,Jalostotitlán,49,F,secundaria,4,propia,145,664.29
H004109,14046,Jalostotitlán,31,M,primaria,2,propia,90,381.17
H004110,14046,Jalostotitlán,33,F,secundaria,2,propia,42,343.44
H004111,14046,Jalostotitlán,44,M,secundaria,0,prestada,91,359.29
H004112,14046,Jalostotitlán,51,F,media_superior,3,propia,43,293.94
H004113,14046,Jalostotitlán,58,M,superior,3,propia,35,1233.45
H004114,14046,Jalostotitlán,52,F,primaria,3,propia,70,211.98
H004115,14046,Jalostotitlán,46,M,superior,3,propia,103,446.87
H004116,14046,Jalostotitlán,36,M,media_superior,0,prestada,73,416.99
H004117,14046,Jalostotitlán,32,F,primaria,2,propia,36,545.61
H004118,14046,Jalostotitlán,39,F,media_superior,2,propia,53,323.81
H004119,14046,Jalostotitlán,50,M,secundaria,4,rentada,28,663.78
H004120,14046,Jalostotitlán,49,M,media_superior,4,propia,56,327.09
H004121,14046,Jalostotitlán,20,M,media_superior,1,prestada,59,304.4
H004122,14046,Jalostotitlán,36,F,superior,4,rentada,99,394.86
H004123,14046,Jalostotitlán,59,F,media_superior,1,propia,94,444.48
H004124,14046,Jalostotitlán,46,F,media_superior,3,propia,119,621.84
H004125,14046,Jalostotitlán,28,F,primaria,1,propia,59,212.27
H004126,14046,Jalostotitlán,73,F,superior,4,propia,45,575.11
H004127,14046,Jalostotitlán,45,F,secundaria,2,propia,82,592.52
H004128,14046,Jalostotitlán,50,F,media_superior,0,propia,81,529.0
H004129,14046,Jalostotitlán,50,F,media_superior,4,rentada,78,369.34
H004130,14046,Jalostotitlán,41,F,primaria,0,rentada,228,305.54
H004131,14046,Jalostotitlán,36,F,primaria,2,propia,96,475.9
H004132,14046,Jalostotitlán,70,F,media_superior,3,propia,137,422.31
H004133,14046,Jalostotitlán,57,M,superior,0,propia,28,195.22
H004134,14046,Jalostotitlán,55,M,media_superior,3,prestada,30,573.08
H004135,14046,Jalostotitlán,52,F,secundaria,0,propia,35,280.48
H004136,14046,Jalostotitlán,33,M,primaria,3,rentada,61,284.92
H004137,14046,Jalostotitlán,60,M,secundaria,2,propia,54,616.24
H004138,14047,Jamay,35,F,primaria,2,rentada,72,410.94
H004139,14047,Jamay,48,F,superior,2,propia,191,353.98
H004140,14047,Jamay,25,F,secundaria,2,propia,56,322.55
H004141,14047,Jamay,21,F,primaria,1,propia,84,341.89
H004142,14047,Jamay,49,F,secundaria,2,prestada,63,375.9
H004143,14047,Jamay,35,F,superior,0,propia,128,799.61
H004144,14047,Jamay,21,M,secundaria,2,propia,94,159.88
H004145,14047,Jamay,51,F,primaria,3,propia,58,1180.13
H004146,14047,Jamay,70,F,secundaria,1,rentada,118,1091.86
H004147,14047,Jamay,62,M,secundaria,4,propia,92,323.27
H004148,14047,Jamay,42,M,primaria,4,propia,110,413.91
H004149,14047,Jamay,45,M,media_superior,3,propia,62,413.45
H004150,14047,Jamay,56,M,primaria,2,propia,96,615.45
H004151,14047,Jamay,58,M,secundaria,3,rentada,51,404.91
H004152,14047,Jamay,41,F,secundaria,0,propia,29,452.16
H004153,14047,Jamay,45,M,secundaria,4,propia,44,648.15
H004154,14047,Jamay,49,F,secundaria,2,prestada,92,159.21
H004155,14047,Jamay,52,F,media_superior,4,rentada,87,354.61
H004156,14047,Jamay,43,F,primaria,3,prestada,37,422.26
H004157,14047,Jamay,44,F,primaria,2,propia,157,329.0
H004158,14047,Jamay,62,F,media_superior,1,prestada,30,177.11
H004159,14047,Jamay,60,F,superior,6,rentada,67,388.15
H004160,14047,Jamay,51,F,sin_estudios,1,propia,45,297.83
H004161,14047,Jamay,66,F,sin_estudios,1,propia,69,313.99
H004162,14047,Jamay,40,F,superior,0,propia,25,379.06
H004163,14047,Jamay,64,M,primaria,1,prestada,39,177.92
H004164,14047,Jamay,52,F,superior,4,rentada,97,334.14
H004165,14047,Jamay,31,M,media_superior,2,rentada,68,280.29
H004166,14047,Jamay,37,F,primaria,0,prestada,118,213.6
H004167,14047,Jamay,50,M,primaria,2,propia,70,477.15
H004168,14047,Jamay,50,F,superior,4,propia,102,213.62
H004169,14047,Jamay,68,F,primaria,3,propia,47,487.39
H004170,14047,Jamay,37,F,secundaria,2,prestada,170,565.3
H004171,14047,Jamay,56,M,primaria,3,rentada,53,361.86
H004172,14047,Jamay,59,M,secundaria,2,propia,120,623.08
H004173,14047,Jamay,53,M,media_superior,1,prestada,46,1079.79
H004174,14047,Jamay,33,M,secundaria,5,propia,64,492.27
H004175,14047,Jamay,62,F,sin_estudios,2,propia,34,331.39
H004176,14047,Jamay,60,M,secundaria,2,propia,169,647.46
H004177,14047,Jamay,52,F,secundaria,6,propia,111,159.01
H004178,14047,Jamay,47,F,primaria,2,prestada,137,1091.16
H004179,14047,Jamay,48,M,media_superior,4,propia,84,397.8
H004180,14047,Jamay,44,M,secundaria,1,rentada,72,432.13
H004181,14047,Jamay,53,F,sin_estudios,2,propia,117,188.36
H004182,14048,Jesús María,45,F,superior,3,propia,114,573.89
H004183,14048,Jesús María,35,F,secundaria,4,prestada,74,401.81
H004184,14048,Jesús María,32,F,primaria,1,rentada,64,357.95
H004185,14048,Jesús María,36,F,primaria,2,prestada,117,287.25
H004186,14048,Jesús María,48,F,primaria,3,propia,29,255.18
H004187,14048,Jesús María,45,F,primaria,5,propia,49,272.79
H004188,14048,Jesús María,48,F,primaria,4,propia,31,183.07
H004189,14048,Jesús María,51,F,media_superior,2,propia,70,416.32
H004190,14048,Jesús María,37,M,secundaria,4,propia,103,776.05
H004191,14048,Jesús María,63,F,primaria,2,propia,215,454.03
H004192,14048,Jesús María,42,F,media_superior,0,propia,55,262.73
H004193,14048,Jesús María,40,M,media_superior,0,propia,45,440.37
H004194,14048,Jesús María,51,M,secundaria,2,propia,57,115.18
H004195,14048,Jesús María,23,F,superior,2,propia,71,818.44
H004196,14048,Jesús María,36,M,primaria,2,propia,212,295.42
H004197,14048,Jesús María,57,F,sin_estudios,3,prestada,60,478.76
H004198,14048,Jesús María,24,F,sin_estudios,3,propia,28,370.53
H004199,14048,Jesús María,58,F,primaria,7,propia,79,493.61
H004200,14048,Jesús María,63,M,secundaria,3,propia,64,1084.69
H004201,14048,Jesús María,41,M,sin_estudios,2,propia,58,145.11
H004202,14048,Jesús María,49,M,secundaria,1,rentada,50,426.86
H004203,14048,Jesús María,58,M,superior,1,rentada,42,432.07
H004204,14048,Jesús María,39,F,media_superior,3,propia,39,320.53
H004205,14048,Jesús María,55,M,secundaria,3,propia,43,272.22
H004206,14048,Jesús María,37,F,secundaria,2,rentada,25,584.13
H004207,14048,Jesús María,39,F,media_superior,3,propia,53,374.04
H004208,14048,Jesús María,35,F,secundaria,1,propia,186,379.92
H004209,14048,Jesús María,49,M,secundaria,1,propia,25,331.83
H004210,14048,Jesús María,59,M,primaria,4,propia,101,353.77
H004211,14048,Jesús María,43,M,primaria,2,prestada,52,500.16
H004212,14048,Jesús María,30,F,secundaria,1,propia,46,490.75
H004213,14048,Jesús María,32,M,secundaria,5,propia,128,267.88
H004214,14048,Jesús María,50,M,primaria,4,propia,41,331.55
H004215,14048,Jesús María,67,M,primaria,2,propia,105,600.92
H004216,14048,Jesús María,50,F,media_superior,0,prestada,58,810.11
H004217,14048,Jesús María,40,F,primaria,0,propia,55,810.5
H004218,14048,Jesús María,54,M,secundaria,2,propia,30,782.68
H004219,14048,Jesús María,42,M,primaria,2,rentada,52,415.57
H004220,14048,Jesús María,40,F,primaria,4,propia,28,605.48
H004221,14048,Jesús María,33,F,media_superior,1,propia,117,448.2
H004222,14048,Jesús María,62,F,sin_estudios,4,propia,57,272.56
H004223,14048,Jesús María,55,F,primaria,1,propia,51,359.64
H004224,14048,Jesús María,39,M,superior,2,propia,119,346.44
H004225,14048,Jesús María,40,F,secundaria,2,propia,40,576.29
H004226,14048,Jesús María,65,F,secundaria,1,propia,79,543.7
H004227,14048,Jesús María,36,M,secundaria,3,propia,60,362.79
H004228,14048,Jesús María,37,F,primaria,0,rentada,108,343.14
H004229,14048,Jesús María,43,F,primaria,0,propia,82,279.68
H004230,14048,Jesús María,50,F,secundaria,2,propia,93,327.87
H004231,14048,Jesús María,40,F,primaria,2,propia,42,362.35
H004232,14048,Jesús María,26,M,primaria,5,rentada,41,440.6
H004233,14048,Jesús María,35,M,secundaria,0,propia,56,399.89
H004234,14048,Jesús María,60,M,primaria,1,propia,93,264.67
H004235,14048,Jesús María,46,F,primaria,0,propia,78,305.3
H004236,14048,Jesús María,50,M,secundaria,2,rentada,104,361.8
H004237,14048,Jesús María,42,F,secundaria,2,propia,33,477.33
H004238,14049,Jilotlán de los Dolores,37,M,secundaria,0,propia,43,303.79
H004239,14049,Jilotlán de los Dolores,65,F,sin_estudios,1,propia,38,196.58
H004240,14049,Jilotlán de los Dolores,43,F,media_superior,2,propia,31,230.21
H004241,14049,Jilotlán de los Dolores,40,F,media_superior,0,propia,52,438.74
H004242,14049,Jilotlán de los Dolores,58,M,secundaria,2,rentada,25,468.35
H004243,14049,Jilotlán de los Dolores,36,M,media_superior,3,propia,41,291.81
H004244,14049,Jilotlán de los Dolores,38,F,primaria,2,propia,31,243.39
H004245,14050,Jocotepec,45,F,sin_estudios,2,rentada,27,202.0
H004246,14050,Jocotepec,45,M,primaria,3,rentada,25,206.43
H004247,14050,Jocotepec,48,F,secundaria,2,propia,30,319.36
H004248,14050,Jocotepec,70,F,media_superior,3,propia,86,187.25
H004249,14050,Jocotepec,49,M,primaria,4,propia,49,408.65
H004250,14050,Jocotepec,49,F,primaria,3,rentada,65,478.42
H004251,14050,Jocotepec,45,M,superior,2,propia,52,205.65
H004252,14050,Jocotepec,46,M,primaria,3,propia,94,238.56
H004253,14050,Jocotepec,48,M,secundaria,1,propia,85,364.44
H004254,14050,Jocotepec,45,F,primaria,4,rentada,87,263.83
H004255,14050,Jocotepec,44,M,superior,0,propia,53,414.13
H004256,14050,Jocotepec,52,F,primaria,3,prestada,58,591.63
H004257,14050,Jocotepec,38,M,media_superior,0,rentada,26,346.45
H004258,14050,Jocotepec,34,M,secundaria,3,propia,37,176.58
H004259,14050,Jocotepec,36,M,superior,3,prestada,100,409.72
H004260,14050,Jocotepec,46,F,superior,2,rentada,41,326.16
H004261,14050,Jocotepec,27,F,media_superior,2,propia,50,482.72
H004262,14050,Jocotepec,46,F,primaria,3,propia,91,1081.77
H004263,14050,Jocotepec,34,F,secundaria,1,propia,71,246.78
H004264,14050,Jocotepec,40,F,media_superior,2,propia,60,273.26
H004265,14050,Jocotepec,58,F,secundaria,2,prestada,50,432.38
H004266,14050,Jocotepec,51,M,media_superior,1,propia,106,560.75
H004267,14050,Jocotepec,52,F,media_superior,1,propia,38,951.59
H004268,14050,Jocotepec,24,F,primaria,3,propia,75,314.32
H004269,14050,Jocotepec,67,F,primaria,3,rentada,49,256.79
H004270,14050,Jocotepec,31,F,primaria,4,prestada,87,265.96
H004271,14050,Jocotepec,63,F,media_superior,4,propia,93,311.96
H004272,14050,Jocotepec,57,M,secundaria,3,propia,65,339.97
H004273,14050,Jocotepec,52,F,sin_estudios,2,rentada,125,410.14
H004274,14050,Jocotepec,35,F,media_superior,1,propia,97,385.39
H004275,14050,Jocotepec,47,F,sin_estudios,3,propia,49,213.72
H004276,14050,Jocotepec,39,F,secundaria,1,propia,69,190.72
H004277,14050,Jocotepec,45,M,secundaria,3,prestada,72,361.91
H004278,14050,Jocotepec,42,F,secundaria,2,rentada,116,269.61
H004279,14050,Jocotepec,21,F,primaria,1,propia,127,290.63
H004280,14050,Jocotepec,58,F,media_superior,2,propia,82,564.83
H004281,14050,Jocotepec,44,F,media_superior,1,prestada,81,510.52
H004282,14050,Jocotepec,39,F,media_superior,6,prestada,52,322.38
H004283,14050,Jocotepec,38,F,superior,4,propia,90,600.45
H004284,14050,Jocotepec,49,M,primaria,2,prestada,26,618.84
H004285,14050,Jocotepec,34,F,primaria,4,rentada,34,702.96
H004286,14050,Jocotepec,50,F,sin_estudios,2,propia,29,765.9
H004287,14050,Jocotepec,51,M,media_superior,2,propia,38,346.48
H004288,14050,Jocotepec,43,F,primaria,4,prestada,123,625.94
H004289,14050,Jocotepec,31,F,superior,2,propia,141,331.18
H004290,14050,Jocotepec,46,M,secundaria,0,propia,56,656.14
H004291,14050,Jocotepec,27,M,media_superior,5,propia,68,341.56
H004292,14050,Jocotepec,33,M,secundaria,2,propia,228,383.24
H004293,14050,Jocotepec,36,M,media_superior,3,propia,45,241.93
H004294,14050,Jocotepec,55,F,secundaria,0,propia,37,240.84
H004295,14050,Jocotepec,41,M,secundaria,3,rentada,113,456.45
H004296,14050,Jocotepec,40,F,media_superior,2,propia,41,587.84
H004297,14050,Jocotepec,68,F,primaria,2,rentada,30,238.56
H004298,14050,Jocotepec,49,M,superior,2,prestada,110,690.04
H004299,14050,Jocotepec,49,M,media_superior,2,propia,155,656.06
H004300,14050,Jocotepec,41,M,media_superior,5,rentada,42,454.47
H004301,14050,Jocotepec,38,F,primaria,3,rentada,59,582.65
H004302,14050,Jocotepec,19,M,primaria,3,propia,112,299.97
H004303,14050,Jocotepec,57,F,sin_estudios,1,propia,35,200.62
H004304,14050,Jocotepec,50,M,secundaria,3,rentada,116,300.32
H004305,14050,Jocotepec,43,M,primaria,4,propia,165,648.91
H004306,14050,Jocotepec,43,F,superior,3,propia,25,670.92
H004307,14050,Jocotepec,54,M,superior,4,propia,42,223.13
H004308,14050,Jocotepec,26,F,sin_estudios,1,propia,25,221.64
H004309,14050,Jocotepec,38,F,media_superior,3,propia,128,254.48
H004310,14050,Jocotepec,31,M,primaria,2,rentada,31,158.85
H004311,14050,Jocotepec,66,M,primaria,2,propia,45,288.71
H004312,14050,Jocotepec,56,F,primaria,2,rentada,77,471.98
H004313,14050,Jocotepec,19,F,media_superior,1,propia,34,98.27
H004314,14050,Jocotepec,27,F,superior,1,rentada,60,367.26
H004315,14050,Jocotepec,43,F,sin_estudios,1,prestada,94,718.9
H004316,14050,Jocotepec,39,F,primaria,2,propia,78,572.61
H004317,14050,Jocotepec,29,F,secundaria,0,propia,97,454.49
H004318,14050,Jocotepec,68,F,secundaria,3,rentada,74,398.93
H004319,14050,Jocotepec,49,M,primaria,2,prestada,85,632.85
H004320,14050,Jocotepec,51,F,media_superior,4,propia,56,476.81
H004321,14050,Jocotepec,37,F,superior,1,rentada,111,335.91
H004322,14050,Jocotepec,54,M,secundaria,6,propia,50,578.96
H004323,14050,Jocotepec,40,F,media_superior,6,prestada,74,205.65
H004324,14050,Jocotepec,42,M,secundaria,2,rentada,69,543.03
H004325,14050,Jocotepec,52,F,secundaria,1,prestada,65,486.26
H004326,14050,Jocotepec,25,F,media_superior,2,propia,48,415.86
H004327,14050,Jocotepec,64,M,secundaria,5,propia,131,396.4
H004328,14050,Jocotepec,47,F,secundaria,5,propia,157,810.15
H004329,14050,Jocotepec,60,F,primaria,5,propia,232,618.65
H004330,14050,Jocotepec,32,M,media_superior,2,propia,66,704.77
H004331,14050,Jocotepec,34,F,primaria,1,propia,70,473.28
H004332,14050,Jocotepec,31,M,primaria,0,propia,73,637.18
H004333,14050,Jocotepec,48,F,secundaria,3,propia,35,465.24
H004334,14050,Jocotepec,46,F,primaria,1,propia,112,356.38
H004335,14050,Jocotepec,39,M,primaria,3,propia,50,542.13
H004336,14050,Jocotepec,33,F,primaria,0,propia,91,337.35
H004337,14050,Jocotepec,30,F,media_superior,3,rentada,27,646.27
H004338,14050,Jocotepec,44,M,secundaria,2,propia,89,220.57
H004339,14050,Jocotepec,39,F,primaria,1,propia,148,340.25
H004340,14050,Jocotepec,37,M,media_superior,4,propia,38,280.3
H004341,14050,Jocotepec,64,F,media_superior,3,prestada,45,1089.27
H004342,14050,Jocotepec,44,F,primaria,2,propia,44,283.91
H004343,14050,Jocotepec,60,M,secundaria,2,prestada,44,371.45
H004344,14050,Jocotepec,39,M,primaria,4,propia,156,150.54
H004345,14050,Jocotepec,48,F,secundaria,1,propia,67,823.48
H004346,14050,Jocotepec,44,M,media_superior,0,prestada,31,264.48
H004347,14050,Jocotepec,25,F,sin_estudios,1,propia,35,749.02
H004348,14050,Jocotepec,62,F,secundaria,1,rentada,36,238.2
H004349,14050,Jocotepec,43,M,primaria,3,propia,26,245.8
H004350,14050,Jocotepec,54,F,secundaria,1,prestada,26,553.71
H004351,14050,Jocotepec,36,F,primaria,3,propia,46,189.94
H004352,14050,Jocotepec,43,M,media_superior,3,propia,29,462.23
H004353,14050,Jocotepec,35,F,secundaria,4,propia,55,270.37
H004354,14050,Jocotepec,60,M,primaria,6,rentada,79,1006.12
H004355,14051,Juanacatlán,49,M,media_superior,1,propia,76,858.35
H004356,14051,Juanacatlán,49,F,sin_estudios,2,rentada,71,674.13
H004357,14051,Juanacatlán,61,F,secundaria,2,propia,43,1088.04
H004358,14051,Juanacatlán,59,M,secundaria,3,propia,147,288.4
H004359,14051,Juanacatlán,54,M,sin_estudios,2,propia,106,541.82
H004360,14051,Juanacatlán,28,F,primaria,2,prestada,63,249.26
H004361,14051,Juanacatlán,37,F,sin_estudios,3,rentada,33,565.37
H004362,14051,Juanacatlán,33,F,media_superior,3,propia,144,444.68
H004363,14052,Juchitlán,54,M,media_superior,1,rentada,54,218.92
H004364,14052,Juchitlán,47,M,primaria,6,propia,50,371.55
H004365,14052,Juchitlán,28,M,primaria,1,prestada,134,398.31
H004366,14052,Juchitlán,43,F,superior,3,propia,57,392.73
H004367,14052,Juchitlán,27,M,primaria,4,propia,88,853.97
H004368,14052,Juchitlán,44,F,primaria,0,propia,186,235.7
H004369,14052,Juchitlán,25,F,media_superior,5,prestada,85,280.82
H004370,14052,Juchitlán,51,F,sin_estudios,2,prestada,238,100.09
H004371,14052,Juchitlán,50,F,superior,0,propia,69,515.18
H004372,14052,Juchitlán,68,F,sin_estudios,7,propia,165,549.73
H004373,14052,Juchitlán,55,F,media_superior,2,rentada,70,565.28
H004374,14052,Juchitlán,40,F,primaria,4,propia,78,373.74
H004375,14052,Juchitlán,55,M,primaria,5,propia,48,272.69
H004376,14052,Juchitlán,28,F,primaria,6,propia,52,222.05
